Frame,Right Hand x,Right Hand y,Right Hand z,Left Hand x,Left Hand y,Left Hand z,class
38,-0.549315152,-0.920388054,-0.033799359,,,,0
39,-0.354200315,-0.511219032,0.055049592,,,,0
40,0.085266684,-1.133586557,0.267703707,,,,0
41,-0.266972565,-1.28526563,0.079616044,,,,0
42,0.381966574,-1.365484905,-0.609818287,,,,0
43,0.609252917,-0.459610604,-0.733883897,,,,0
44,0.975917691,-0.277457818,-0.656321516,,,,0
45,0.088890245,0.113491122,-0.708401938,,,,0
46,-0.241387415,1.24707604,-0.3236668,,,,0
47,-0.391085747,1.708283396,-0.352437216,,,,0
48,-0.668004091,0.735646949,0.286622781,,,,0
49,-1.185641341,-0.435055554,-0.032428947,,,,0
50,-1.239394657,-0.877398383,-0.174083828,,,,0
51,-0.880628108,-0.878177396,-0.766195962,,,,0
52,-0.378484674,0.134383757,-0.44278698,,,,0
53,0.432652435,0.306251027,-0.088882749,,,,0
54,0.470378275,-0.029023363,0.895491165,,,,0
55,-0.547903573,-0.860882447,0.26498782,,,,0
56,-0.599966225,-0.839233688,0.058116559,,,,0
57,-0.31423443,-0.167015739,0.046824137,,,,0
58,0.006899949,0.03470293,0.182505956,,,,0
59,-0.116615951,-0.914417675,0.054114144,,,,0
60,-0.058359019,-0.595373372,-0.842217583,,,,0
61,0.082575919,0.05639262,-0.334597998,,,,0
62,0.269869491,-0.049833488,-0.489025383,,,,0
63,0.370071938,-0.086690801,-0.912412573,,,,0
64,0.67851348,-0.1793565,-1.229809632,,,,0
65,0.957293956,-0.629378243,-0.592950639,,,,0
66,-1.108295239,-2.613755423,2.115180892,,,,0
67,-3.111945113,-1.88617846,0.76465568,,,,0
68,-0.49505615,0.105789753,-1.113200397,,,,0
69,1.548649787,0.990918646,-1.190368141,,,,0
70,1.635236606,0.681232302,-0.645415533,,,,0
71,1.05085586,-0.519147094,-0.336562555,,,,0
72,0.946621295,-1.470812501,0.160261609,,,,0
73,0.56327659,-2.434192701,0.0279808,,,,0
74,-0.341094455,-1.369578983,0.25444436,,,,0
75,-0.135656035,-0.638157525,1.094060062,,,,0
76,0.222443449,-0.363115296,0.774898195,,,,0
77,0.692073603,0.226057108,0.650588159,,,,0
78,0.737677714,-0.178168238,0.576157075,,,,0
79,0.560941141,-0.66845268,0.479817408,,,,0
80,0.991088448,-1.33039716,0.094714721,,,,0
81,1.105236854,-0.057600846,-0.235458099,,,,0
82,0.989085401,0.344168848,0.67255496,,,,0
83,0.866833237,-0.096659512,0.385235882,,,,0
84,0.718779204,0.708333659,-0.20869647,,,,0
85,0.601538861,-0.034883672,0.064326002,,,,0
86,0.237521659,-1.096512621,-0.010922306,,,,0
87,0.164669699,-1.271726426,-0.198792998,,,,0
88,-0.132852073,-1.082536326,-0.010612707,,,,0
89,0.064874818,-0.698422733,0.525355623,,,,0
90,0.268258768,0.280851837,0.419471553,,,,0
91,0.699118283,0.385897271,0.299992363,,,,0
92,0.63308601,0.105036469,-0.110808684,,,,0
93,0.349700011,0.277671498,-0.335569001,,,,0
94,-0.247665606,0.514134092,-0.22802338,,,,0
95,-0.377690595,0.047340853,-0.136372031,,,,0
96,-0.42501438,0.052157561,-0.032451429,,,,0
97,-0.224027156,0.185388238,-0.054488361,,,,0
98,-0.038642624,0.412377776,0.292507602,,,,0
99,0.202091926,0.186544051,0.017290813,,,,0
100,0.179048243,0.328812661,-0.029483336,,,,0
101,0.458183868,0.037323474,0.127540343,,,,0
102,0.464892229,0.226254814,0.000943903,,,,0
103,0.20764829,0.615860916,0.513504075,,,,0
104,0.047942533,0.161223447,0.61961402,,,,0
105,-0.17570777,-0.245932399,0.643775886,,,,0
106,-0.298852258,-0.263981368,0.042263197,,,,0
107,-0.805680378,0.157766027,-0.093373417,,,,0
108,-0.701372852,0.406817109,0.141951333,,,,0
109,-0.905256742,0.12176235,0.014498242,,,,0
110,-1.076627096,0.890731344,-0.006442842,,,,0
111,-0.521748684,0.770065156,-0.299684272,,,,0
112,-1.092973494,0.720636805,-0.350001223,,,,0
113,-1.082623309,0.025361628,-0.43392133,,,,0
114,-0.958123972,0.455169535,-0.118126581,,,,0
115,-0.66693215,1.283505663,1.357798498,,,,0
116,0.719342043,1.845604497,2.173215247,,,,0
117,0.407656258,2.008884025,3.089323515,,,,0
118,-0.158741194,2.655147131,3.901911524,,,,0
119,-1.00510705,1.452791373,2.717098994,,,,0
120,-0.550378124,-0.175007404,0.665621778,,,,0
121,0.130902462,-0.545349394,-0.239837192,,,,0
122,0.686031199,0.32595128,-0.107943423,,,,0
123,1.262473494,1.243245679,0.329719874,,,,0
124,1.62516935,1.669720575,-0.037717941,,,,0
125,1.469017927,1.80931425,-0.220619868,,,,0
126,0.595260166,1.623545142,0.072305332,,,,0
127,-0.18469535,1.407024882,0.134954252,,,,0
128,0.146441131,1.850136818,0.982065078,,,,0
129,0.013242226,1.398477612,1.137542816,,,,0
130,-1.011419421,1.429145884,1.220363206,,,,0
131,-1.341124146,1.887280802,1.471114232,,,,0
132,-1.516849515,2.026862446,2.659633109,,,,0
133,-2.469131974,1.890232525,4.589875251,,,,0
134,-3.617915382,1.151074452,6.416294357,,,,0
135,-2.482522079,1.234859557,6.71179314,,,,0
136,-0.360873893,1.625463524,6.497970669,,,,0
137,0.512086409,1.807786255,5.940092152,,,,0
138,0.60203662,1.71205992,6.330705309,,,,0
139,-0.120201316,0.21125141,7.346547801,,,,0
140,-1.597702922,-1.541329466,7.577283594,,,,0
141,-1.902881002,-2.317993337,5.947013759,,,,0
142,-1.883263785,-2.918639463,3.79443589,,,,0
143,-1.301849876,-3.27770021,1.763550828,,,,0
144,-0.484827634,-3.301200781,0.502534884,,,,0
145,-0.88804166,-3.690321018,0.975884654,,,,0
146,-0.821378507,-5.775987606,1.556261109,,,,0
147,-0.435925487,-8.042418563,0.353966308,,,,0
148,-1.056166099,-7.948878772,-0.731764513,,,,0
149,-0.98615613,-5.138317129,-1.197787602,,,,0
150,-0.382515511,-3.557459673,-1.924983415,,,,0
151,-0.034996118,-2.793643787,-2.847656126,,,,0
152,-0.085187882,-3.878988235,-3.039818845,,,,0
153,0.620453478,-5.201736023,-3.602602725,,,,0
154,0.313332446,-4.117278767,-3.939433379,,,,0
155,0.327196369,-3.616285582,-3.978069936,,,,0
156,0.999052903,-3.756309683,-4.619393168,,,,0
157,0.893068334,-2.366173664,-4.715722673,,,,0
158,0.556281824,-0.538870083,-4.960544429,,,,0
159,0.048951207,0.640218784,-4.009560725,,,,0
160,0.376098844,1.155423646,-4.170433736,,,,0
161,0.07311862,2.731457562,-4.911837252,,,,0
162,-0.135495436,2.261637882,-5.692463623,,,,0
163,-0.776269477,2.254689072,-6.022022563,,,,0
164,-0.169868198,1.86718702,-4.581835509,,,,0
165,0.877163169,3.495137969,-4.230525206,,,,0
166,0.331216679,3.723639247,-5.129888119,,,,0
167,0.61807132,2.385101856,-6.241897263,,,,0
168,1.224913426,0.708229875,-5.897784779,,,,0
169,1.358791364,0.53772515,-4.429816437,,,,0
170,1.725563083,1.560215793,-2.081299314,,,,0
171,1.263037079,1.281905207,-2.167521759,,,,0
172,-0.215453084,2.284839152,-1.502574094,,,,0
173,0.127115061,0.317477726,-2.202641242,,,,0
174,0.312358797,1.083844767,-2.578047519,,,,0
175,-0.956887387,4.080335359,-1.217497191,,,,0
176,-1.220066681,8.438438036,1.564045984,,,,0
177,-1.443186826,11.27568548,1.467539368,,,,0
178,-0.911007237,21.78646878,1.259431105,,,,0
179,5.057008883,-7.168734003,-4.386183536,,,,0
180,4.749921294,-3.930835344,5.875595465,,,,0
181,7.050665943,-5.28962285,1.32499085,,,,0
182,3.992936886,-5.518428694,-0.409364778,,,,0
183,2.035932355,0.289644619,-4.448302421,,,,0
184,3.520573151,-5.476200792,-6.479981231,,,,0
185,4.240207133,-7.124951296,-3.360169038,,,,0
186,3.592489673,-3.082154146,-3.69961019,,,,0
187,3.980684124,-6.09280229,-3.014312307,,,,0
188,6.713922772,-4.66193243,-0.449822662,,,,0
189,7.855030898,-0.094020599,1.955277361,,,,0
190,6.973822569,-0.61762403,5.140672103,,,,0
191,4.073314025,-4.355999454,3.588372345,,,,0
192,3.748302551,-5.771897158,0.848842858,,,,0
193,2.007433117,0.353234117,-0.690293114,,,,0
194,-2.276695456,-0.12922172,0.045692561,,,,0
195,-2.647389932,-1.673729508,1.759126498,,,,0
196,-0.947486095,0.01833412,1.977485893,,,,0
197,-1.586835185,4.79998068,1.454040472,,,,0
198,-4.167873084,4.158160706,1.786701075,,,,0
199,-6.908621836,1.450326416,0.542964013,,,,0
200,-5.058249638,-1.876580539,-0.298881514,,,,0
201,-2.502650955,0.886181358,0.359406312,,,,0
202,-1.21146916,0.791980852,-0.087614539,,,,0
203,-2.40205663,-1.279309972,-1.446542865,,,,0
204,-5.334839365,-2.158244117,-0.993636957,,,,0
205,-4.442847864,-0.223130408,0.866631466,,,,0
206,-3.169062554,1.523805903,1.515397892,,,,0
207,-0.326344227,3.758197034,1.612597116,,,,0
208,1.268795027,3.501068987,0.622036183,,,,0
209,0.012295936,0.969959903,-2.168352507,,,,0
210,-0.85163446,-2.625815477,-4.00264177,,,,0
211,-2.408002713,-3.598171218,-3.753422664,,,,0
212,-2.167425189,-0.266490515,-0.997632256,,,,0
213,-1.438042805,2.062190775,3.4242246,,,,0
214,-0.701534945,4.847218559,5.33155209,,,,0
215,0.290999041,4.496529486,3.424275584,,,,0
216,-0.544151173,1.901174283,-0.518867478,,,,0
217,-0.817774212,0.604431601,-4.159299174,,,,0
218,2.042579546,-1.418695072,-5.526466032,,,,0
219,6.213849154,-3.927828494,-4.004968679,,,,0
220,6.77521391,-1.081709482,-3.511140519,,,,0
221,8.306838268,-2.821263271,-3.33614948,,,,0
222,7.25073788,0.307966904,-5.340869364,,,,0
223,7.680522663,-2.187188372,-2.438758555,,,,0
224,1.913302353,-1.800554156,0.519264391,,,,0
225,-3.49220319,-6.248237231,-1.845171876,,,,0
226,-3.443880116,-7.600436557,4.287944025,,,,0
227,-0.284882181,-0.602595888,8.470827492,,,,0
228,2.483462149,4.137745944,7.472905934,,,,0
229,2.813562322,4.231265448,2.395965105,,,,0
230,0.807162905,5.990829802,-2.308847698,,,,0
231,-1.733480297,0.50356892,-0.587584893,,,,0
232,-2.453015695,-6.668290292,2.042689235,,,,0
233,-3.750385123,-5.784795017,3.081095462,,,,0
234,-3.139624718,-0.176401504,2.736475155,,,,0
235,-2.19810828,2.29852479,5.828891156,,,,0
236,-1.336967409,2.822909994,4.473519099,,,,0
237,-2.69155633,1.014147109,2.868483609,,,,0
238,-2.751459904,-0.565527487,0.883551256,,,,0
239,-2.080231501,-1.444996731,-0.628678037,,,,0
240,-2.464137198,-0.150714696,-3.251850557,,,,0
241,0.562679792,2.096589449,-7.458668803,,,,0
242,4.566340021,2.411911752,-11.05121591,,,,0
243,13.99187887,-6.50355589,-15.85857514,,,,0
244,19.58628777,-11.42232689,-16.71851,,,,0
245,5.386020635,6.382327634,-17.45491798,,,,0
246,-6.984128526,6.461316324,-18.60867431,,,,0
247,-9.171688558,1.436894104,-22.78154104,,,,0
248,-3.235488465,-7.757688339,3.937838239,,,,0
249,-1.62226032,2.179414333,13.40190313,,,,0
250,-5.785668443,10.276701,3.352835276,,,,0
251,3.076813939,-9.344076974,25.257677,,,,0
252,1.243282852,-4.562356443,18.4785721,,,,0
253,0.874905711,-5.498478601,13.14435817,,,,0
254,-2.486950239,-3.941545127,11.23794747,,,,0
255,-4.495904724,0.425713425,9.558984428,,,,0
256,-4.548800894,2.914478071,8.074214357,,,,0
257,-4.021984379,1.668439685,7.813351351,,,,0
258,-4.47539827,-0.211037357,8.938419675,,,,0
259,-3.219263705,-0.82284795,8.04837164,,,,0
260,-3.258239234,-0.967531907,5.309771802,,,,0
261,-4.323520577,0.899915908,3.43104366,,,,0
262,-5.665441164,3.037396437,1.16674069,,,,0
263,-6.202459545,3.243346484,0.072816534,,,,0
264,-5.545163518,1.81576947,-1.022441601,,,,0
265,-3.905822059,-0.329654868,0.080432562,,,,0
266,-1.361277013,-0.53098357,-0.139929958,,,,0
267,-1.631716237,1.943994443,0.241478407,,,,0
268,-3.52587342,4.266996463,1.059625591,,,,0
269,-4.888458329,5.158711966,2.488156507,,,,0
270,-2.820580261,4.0568789,1.231846955,,,,0
271,-2.167876232,3.167750059,-2.330894288,,,,0
272,-2.646795878,4.517129099,-2.920481132,,,,0
273,-0.409120265,7.629549797,-2.666629591,,,,0
274,2.460228107,11.56062459,-4.745544368,,,,0
275,8.980163187,13.86017102,-9.108529121,,,,0
276,16.01067622,15.64351571,-19.19732516,,,,0
277,17.82642269,-38.33993464,-21.17968135,,,,0
278,18.25929267,-46.40913226,-14.90752457,,,,0
279,5.174331888,-14.31168367,-20.50923923,,,,0
280,-3.205019321,-1.311430445,-22.65591502,,,,0
281,1.941788912,-0.766611092,-18.08868941,,,,0
282,0.130062756,2.190325187,-5.208822522,,,,0
283,8.134025043,-20.97041362,-11.18395894,,,,0
284,3.166178105,-7.982982392,3.146250826,,,,0
285,-5.154239878,-8.966596177,-0.784656141,,,,0
286,-7.37177747,5.059170129,13.40456178,,,,0
287,5.713111893,4.467220702,17.4457776,,,,0
288,5.091421696,11.2322286,28.62099991,,,,0
289,4.16814702,4.063635368,20.58203251,,,,0
290,-1.754194107,8.579669052,22.80243589,,,,0
291,-2.11383672,8.848029553,14.07474446,,,,0
292,-4.31566461,12.22637033,15.36985303,,,,0
293,-1.478734964,11.29646043,18.55801026,,,,0
294,0.146080086,8.943802182,12.94873868,,,,0
295,-3.100240149,7.10293857,8.652325104,,,,0
296,-4.749031504,3.881393337,8.251547612,,,,0
297,-3.797367144,-0.565662066,4.480983769,,,,0
298,-3.813431923,-1.910040792,4.28185971,,,,0
299,-3.714126247,0.720702638,7.626705427,,,,0
300,-2.220072588,-1.303832167,4.135204023,,,,0
301,-4.392543338,-3.467071455,2.288461179,,,,0
302,-5.873886542,-2.945375232,1.001230511,,,,0
303,-6.315267174,-0.749148021,-0.888955729,,,,0
304,-4.205875512,0.281222248,-6.725203372,,,,0
305,-3.074334617,-2.736488148,-10.84317325,,,,0
306,-2.121203719,-1.777404617,-6.907502359,,,,0
307,2.633393983,4.30097029,-4.341110855,,,,0
308,4.692937904,4.275436491,-6.868679298,,,,0
309,4.379100375,0.734113778,-11.58171081,,,,0
310,3.488184423,14.73179212,-8.01710592,,,,0
311,12.12891669,-3.247997223,-22.3160209,,,,0
312,10.3756694,-30.29433456,-22.14293079,,,,0
313,-0.780696363,-20.53750412,-12.98519201,,,,0
314,-0.914125977,-0.507130439,-24.16805181,,,,0
315,-7.892098252,2.9550721,-18.85913585,,,,0
316,0.697890744,-5.425705545,-0.964883161,,,,0
317,8.685089807,-8.806956919,5.578933841,,,,0
318,5.366944086,-5.338240764,-17.18953382,,,,0
319,-9.853714408,14.78844818,-0.549062585,,,,0
320,-2.099901479,3.148944388,-1.985672365,,,,0
321,-2.361947757,4.329487311,0.165573478,,,,0
322,-3.007922018,0.936613589,4.25279207,,,,0
323,-4.126954434,-0.499954631,5.409029875,,,,0
324,-4.768500811,-1.497600187,5.951504422,,,,0
325,6.669108498,-1.786405372,20.65871735,,,,0
326,16.83471565,5.93161464,35.4147169,,,,0
327,-0.777359505,6.51587988,6.108828516,,,,0
328,-0.619876691,11.22129763,9.820745909,,,,0
329,-0.06752948,8.40665798,8.022265364,,,,0
330,1.711964485,10.22003073,13.45414963,,,,0
331,1.021202292,5.002931591,8.781900517,,,,0
332,-7.425477524,-1.576477424,6.173183391,,,,0
333,-4.194910469,-4.165131847,4.347225685,,,,0
334,-3.878526167,-5.5343397,4.881017181,,,,0
335,-8.061857977,-2.408710791,4.963299924,,,,0
336,-9.127553252,3.321776947,-0.21043688,,,,0
337,-8.493313089,3.676434492,-7.773159281,,,,0
338,-12.94562493,-1.182424512,-11.32578861,,,,0
339,-10.96003327,-8.214859993,-22.69779633,,,,0
340,-4.000792497,-20.93851945,-30.7047496,,,,0
341,37.54506727,-25.72616234,-22.80330589,,,,0
342,-1.190279596,-26.55405113,-31.71989513,,,,0
343,12.40108091,-4.465505067,-31.49626052,,,,0
344,6.799478693,-0.341023568,-0.363318047,,,,0
345,25.08875143,15.16416221,23.56322943,,,,0
346,5.543299995,12.1250515,26.25627799,,,,0
347,-37.10783181,-34.76716256,-29.29092374,,,,0
348,4.018343196,-13.74153822,39.61397328,,,,0
349,-40.8571085,-9.08143522,-51.9000404,,,,0
350,11.48309514,28.09117501,-17.22276718,,,,0
351,7.583406877,10.08073616,22.29087316,,,,0
352,3.2544769,12.94616166,41.01515614,,,,0
353,-4.956629354,20.14245963,35.2640244,,,,0
354,-2.364373635,17.793565,33.27064456,,,,0
355,4.588071522,9.16905247,28.05180243,,,,0
356,1.242443271,2.126897676,18.26628069,,,,0
357,0.051237376,7.584499837,16.6128855,,,,0
358,6.951616777,5.747699338,12.06368814,,,,0
359,4.580713958,1.239217553,4.31142688,,,,0
360,1.216458819,1.317287553,0.510270816,,,,0
361,1.228086653,3.12288662,-1.809898906,,,,0
362,-1.989290157,4.925471104,-5.040198499,,,,0
363,-7.368154658,7.64081492,-7.28517924,,,,0
364,-10.615192,8.500591203,-6.883964249,,,,0
365,-10.67807158,4.652858655,-6.825492954,,,,0
366,-6.012777937,2.803266748,-3.590435663,,,,0
367,-2.909829728,1.063117004,-6.814248022,,,,0
368,-4.139103092,-0.937955599,-7.802361242,,,,0
369,-3.727075839,-0.208138996,-6.193534754,,,,0
370,-1.427896325,-2.344956603,-8.521265785,,,,0
371,0.325095532,-6.259116552,-11.47314663,,,,0
372,0.844426923,-6.085952581,-15.39030106,,,,0
373,-2.699692247,-4.109950597,-32.05893482,,,,0
374,2.769405857,-16.21024471,-39.17160225,,,,0
375,-3.715878873,-16.43427326,-45.83321713,,,,0
376,36.08503077,-30.92250943,-12.52841389,,,,0
377,48.68458432,0.29188056,38.53740602,,,,0
378,6.409711772,24.92693426,26.69930583,,,,0
379,-19.59008699,-11.10125515,-48.72970393,,,,0
380,-37.7849509,-18.4139799,-41.08011656,,,,0
381,-8.45215352,-33.01287062,-30.90519854,,,,0
382,16.22154756,-7.032386752,12.4151708,,,,0
383,12.60477268,10.44451948,46.19222731,,,,0
384,-1.85187449,21.66365049,49.08751025,,,,0
385,-3.388453452,15.39063109,40.05425497,,,,0
386,-8.958964169,15.4957416,32.1115263,,,,0
387,0.772049291,18.89490701,29.51714571,,,,0
388,6.833100407,15.33016582,26.85963293,,,,0
389,7.002856145,12.26369248,20.97006071,,,,0
390,6.739705882,10.05241832,12.5317189,,,,0
391,6.752583466,4.857596926,4.695001062,,,,0
392,3.566236043,2.821644465,-0.046498811,,,,0
393,2.162503503,0.796829635,-5.497767672,,,,0
394,-3.479541352,-0.088329642,-9.225408163,,,,0
395,-6.734223601,3.728668575,-9.41533385,,,,0
396,-7.274768115,3.33805686,-11.81678944,,,,0
397,-8.047780732,1.491259979,-13.33659338,,,,0
398,-9.135767872,-0.483833961,-11.70648845,,,,0
399,-7.788949961,0.22216588,-7.844467582,,,,0
400,-6.040163185,-1.618245772,-8.799246532,,,,0
401,-5.240214599,-5.165260006,-10.79122428,,,,0
402,-3.976996312,-7.862274901,-13.63690546,,,,0
403,-1.281092805,-8.402031828,-12.30664349,,,,0
404,4.559289396,-11.92882832,-17.29183688,,,,0
405,16.33195065,-17.79462541,-10.05786902,,,,0
406,4.929582675,-7.855042932,-6.1398932,,,,0
407,22.60766607,-31.25135344,-19.12650124,,,,0
408,-5.108764862,8.336886764,11.04538605,,,,0
409,-11.06219017,1.458939176,-19.12516767,,,,0
410,-25.62687996,-9.458806932,-36.34808703,,,,0
411,-16.59783817,7.904071063,-3.969802879,,,,0
412,9.09454026,8.117820817,3.241764138,,,,0
413,13.74881746,-10.08917,25.78050548,,,,0
414,1.341151143,-12.51885136,19.39969517,,,,0
415,-0.145255453,6.943539415,11.75298873,,,,0
416,-0.755527829,11.67164765,14.27830913,,,,0
417,-2.833705154,13.30198272,23.18284862,,,,0
418,-1.768243196,14.43948895,26.93112119,,,,0
419,-0.078642874,12.56385221,24.72646555,,,,0
420,4.701778435,6.638901352,20.75014096,,,,0
421,7.101419206,-5.004308978,9.031392321,,,,0
422,0.978840948,-6.587846727,-0.594573463,,,,0
423,-1.096878981,1.766761736,0.009654375,,,,0
424,2.728351389,1.435315736,3.703457686,,,,0
425,4.244529792,-5.694743087,6.856549797,,,,0
426,3.017666298,-7.649676562,4.925140524,,,,0
427,1.05851978,-7.284069475,-2.156006067,,,,0
428,-3.538359186,-5.10738231,-9.385321257,,,,0
429,-8.111236582,1.303203324,-11.25103439,,,,0
430,-8.85086117,6.633197251,-9.25747937,,,,0
431,-9.343143252,9.318884416,-4.26671715,,,,0
432,-7.246715266,6.476467199,0.569978412,,,,0
433,-4.681112938,2.302170328,4.353367102,,,,0
434,-2.119161003,0.825201775,3.659984732,,,,0
435,-1.009430477,3.046989664,-0.422089057,,,,0
436,-2.889683659,4.46546004,-1.265574858,,,,0
437,-2.41459897,1.694576817,-0.2415965,,,,0
438,-1.20324476,0.221111718,-0.403552567,,,,0
439,-0.607928649,1.248842638,-0.000604561,,,,0
440,0.067461307,2.510857237,0.28272773,,,,0
441,1.011322436,1.363599807,-0.947905591,,,,0
442,0.688647226,-0.60193507,-1.673443822,,,,0
443,1.295365919,-0.613522639,-0.803678979,,,,0
444,0.698144733,0.833492029,-1.220914657,,,,0
445,0.270904138,-0.154847101,-0.223816339,,,,0
446,2.221537712,-2.204301393,-4.102135578,,,,0
447,-1.306992501,3.940066856,-4.003613073,,,,0
448,2.844624745,8.183159616,-6.392204287,,,,0
449,7.548122602,-2.919967028,-15.57677042,,,,0
450,11.4262561,-16.53507995,-21.13214036,,,,0
451,3.844478122,-29.38199644,-19.46646184,,,,0
452,1.049911369,-6.384455921,-18.17580456,,,,0
453,-1.772524199,-0.022076589,-16.28845428,,,,0
454,-3.584726812,-1.58294694,-7.678093291,,,,0
455,-3.479297997,-12.93459678,-12.33891335,,,,0
456,3.73801671,1.825436116,-21.51107725,,,,0
457,-8.144252937,13.34933434,2.590261985,,,,0
458,0.548123354,-3.688268602,0.124976681,,,,0
459,-3.580161082,6.532562453,3.514079678,,,,0
460,4.72400075,-11.25543523,22.05050361,,,,0
461,6.168192482,-3.245198995,14.67558086,,,,0
462,-3.701296525,6.679655359,6.763743231,,,,0
463,0.295944913,6.63797241,1.035556131,,,,0
464,10.88054721,10.27347132,23.29384189,,,,0
465,4.40909632,3.262186833,12.76839245,,,,0
466,-7.967746145,16.19013547,10.00062852,,,,0
467,-0.668405878,6.165661817,9.210010924,,,,0
468,8.253275912,0.118026591,6.662815929,,,,0
469,3.857289512,-6.235455778,1.970231381,,,,0
470,1.974357219,-6.479073878,3.045391583,,,,0
471,-1.083129195,-6.640720615,-0.596298269,,,,0
472,-2.303393014,-5.128023343,-3.198736384,,,,0
473,-2.337248644,-2.898714444,-3.83813978,,,,0
474,-2.628079214,-1.149312559,-2.753109577,,,,0
475,-1.560604837,-0.493011743,-2.545925783,,,,0
476,-0.476014789,-0.254907654,-1.040561868,,,,0
477,-0.863779424,1.601221999,0.818432631,,,,0
478,-1.307285835,3.819996995,1.133687365,,,,0
479,0.333481435,6.163223014,1.468656885,,,,0
480,2.257411631,7.454937632,1.841173811,,,,0
481,0.954640135,4.860743507,2.659235539,,,,0
482,-2.05025477,3.654445085,4.648150048,,,,0
483,-3.123331023,4.616305827,5.914317543,,,,0
484,-0.396838701,1.890164261,3.221656931,,,,0
485,3.430538001,0.912157504,0.919267321,,,,0
486,6.683256791,-0.911985855,-2.386307227,,,,0
487,2.803688438,-3.44117772,-3.930977492,,,,0
488,-1.22405282,-5.691193186,-4.555096222,,,,0
489,-0.595749701,-8.050906456,-4.464616553,,,,0
490,1.494458303,-6.394523418,-3.539568408,,,,0
491,-0.707689295,-3.816418622,-3.009222296,,,,0
492,-1.753061013,0.731742646,-1.973253321,,,,0
493,-0.524876486,2.588921049,-0.783514585,,,,0
494,-1.607473013,5.32922158,-0.66271131,,,,0
495,-2.675937177,1.044026231,0.036677576,,,,0
496,0.184795502,1.28811728,0.3755757,,,,0
497,-0.168652348,-1.352251829,1.142019047,,,,0
498,-1.821901458,-2.828308084,3.465750843,,,,0
499,-3.445235224,1.737310965,5.264644166,,,,0
500,-7.453826021,2.014869516,5.557615561,,,,0
501,0.241393541,1.743689431,4.365400249,,,,0
502,10.05815367,5.804408135,4.992038154,,,,0
503,0.768317391,-2.929235664,2.019547669,,,,0
504,-2.144858756,-1.350718694,0.836664886,,,,0
505,-0.653527096,-2.821389532,-1.930136202,,,,0
506,5.26578603,-6.526428723,1.183119959,,,,0
507,-2.535022387,-3.794491345,-3.863467632,,,,0
508,-0.438600212,3.17102598,-8.240961571,,,,0
509,1.031894491,2.781168594,-7.723571064,,,,0
510,2.140438517,3.052299018,-4.508876674,,,,0
511,1.384478604,0.955332406,-2.498885236,,,,0
512,0.747871538,-1.040441351,-1.766421386,,,,0
513,1.781847684,-2.322591096,-2.215265153,,,,0
514,2.253702921,-3.640134349,-3.752374975,,,,0
515,2.399293198,-0.677862019,-3.325586523,,,,0
516,0.736983261,-1.163061839,-2.119962673,,,,0
517,2.066202953,0.192776511,0.331750531,,,,0
518,3.099912787,0.84535877,2.894260175,,,,0
519,1.774464118,1.634119985,5.169576627,,,,0
520,1.475669929,2.374840975,5.490476222,,,,0
521,0.939741835,0.923918909,7.016674829,,,,0
522,-0.434099631,2.179323978,5.5275297,,,,0
523,-4.494748401,-1.550806396,3.18010503,,,,0
524,-6.7948817,-1.712888107,1.433198117,,,,0
